Block: 1049
Row Block TimeStamp DocumentTimestamp TraceOriginalId DocumentHash ContentHash PdfDocumentHash PdfContentHash Type DocumentCode DocumentVersion OwnerKey VersionKey OwnerSignature OwnerSignedData VersionSignature LedgerSignature LedgerSeal
29728 1049 2024-01-22T12:34:14.510Z 2024-01-22T12:34:12.770Z 59f31ad4b3f30fbf0c206b9225ff7f7c763d42633d8a5da6864221c1c0e609df 394734ea64900f201b20b48a162f2d77124c3b03a3bee9532d056d39f6659f48 fa05ea7f40a33c43ce074acaa13053d6c82c64bb18ee2e1ead2422777c0dee02 fcd44bbe5b0338ef10e72207aee9512f36abb15148418608a49e06f09da004b3 f6b19904e7807d4f3b06d78fc45ce35c0e4bf7a2bac76d0cb65ad3fdf78426cc CRE NEG 1 02357b033be14d18bde250127119462e684e10352093596445a9009ea6ff877a85 03264ae5488a349415590b7f39fa66c902fc2b4967e3e56b19bb3955a66a5fc6e3 M/YGje1WHbsYYMBgoJN7seyE+aiBMS3RNqQC6s3J4ZCSc75v51E5I9/iVPESucga7yFbKErt/blFTrdDbTpp9Q== fcd44bbe5b0338ef10e72207aee9512f36abb15148418608a49e06f09da004b3 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 lYduX1SQcGmIAJcPslMgmTP43UVmKh7co2mhYlbWGtSBkKTQaEHmPYEfB5AwaGMSTUmtFTDY8gKcuhH9y70t6Q== McDr6D6v1HtHsCpniS4QtfcVVi39bDPreiAEjS2b9ZOMoFDY9qoBVEYtR20nxfuQfejcvzcXAT3naZ/9GVM3ag==
29729 1049 2024-01-22T12:34:18.075Z 2024-01-22T12:34:15.801Z f6530254bf458014fe82b63a658d51d481312b3d1abfc0e80119567a61fb621b f6530254bf458014fe82b63a658d51d481312b3d1abfc0e80119567a61fb621b f6530254bf458014fe82b63a658d51d481312b3d1abfc0e80119567a61fb621b 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 1048 02055afbe0edc75e473c1ca0b99b14530564e9f815f5e870ceb7562b93ca232c77 027955bb0e53d0754c51b0a77e53b03142f4841b7df979ac736ee0d76c4984391b mATSAp6o5e7T8RF34D4cv4ykwJ4C+Q51LReaQPe9Y9G5nTyREMwDWY1zda/Nfi9C9+3JPJj438rmkkUee17q0g== f6530254bf458014fe82b63a658d51d481312b3d1abfc0e80119567a61fb621b 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 t10nTo43Wrp1G61mfWEmgqLN1Me1XG6hJ+HaV2sGo8w+m1SkQGDC2Sbiuh942za2SzkQzwd8Dbp39joU7epEPw== NqS3U6jhFUISGQdRVCMzBDtaEHyRjsyc4gZq9EV1XDDHnm5UwooSuBjtqn2RoeMxDpuJsKzvdjLVS4sgWety4A==
29730 1049 2024-01-22T12:34:22.875Z 2024-01-22T12:34:22.426Z a591b9b4c7a9f5d6483c00e276392b09c1476f68f8b4b315c3b3146dfad09a59 a591b9b4c7a9f5d6483c00e276392b09c1476f68f8b4b315c3b3146dfad09a59 a591b9b4c7a9f5d6483c00e276392b09c1476f68f8b4b315c3b3146dfad09a59 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 1048 02366e68eb94f7fc734a2cac2974d411b6da75026ff94a4a09f55fab094f588ed5 032114fde0ed51f42af5dabe1a445821bf3d3505e3647128fd03560b117aafb809 hVI8ZCrp/a97MrLVFbygpIWvJWORyYA1VOUO18k4/CWm4VkjEUziNmFPdziwoM83hj0pyQLKz/JU5KZJrb1TMQ== a591b9b4c7a9f5d6483c00e276392b09c1476f68f8b4b315c3b3146dfad09a59 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 AiyEEnCfU651X8yKP4lWPHU6JORleg0HxmFI0WZz8uW8KWU0I78snbVREfZUD6+AePzrOvbhLjlNwF8QMvuEpA== cPXOaUQnjNphLprZh/7VxN3oObi2wnDrAZRe+dU8ISZn+q4KTIswy/yVjrAYWY3V21hpPRdqpBeSmpZO/yUMCw==
29731 1049 2024-01-22T12:34:24.185Z 2024-01-22T12:34:23.215Z 64fcdaa832319c0b8cb18ae8d42b3e1b01d8a75c4cc1450ead175517a88189d4 64fcdaa832319c0b8cb18ae8d42b3e1b01d8a75c4cc1450ead175517a88189d4 64fcdaa832319c0b8cb18ae8d42b3e1b01d8a75c4cc1450ead175517a88189d4 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 1048 03c42ce6471d4537c53d42c3aa8af0973fd46ee71dba351ca95848d9821518e975 03a8b469f854607996d7e1e198200bbef3e05ad0b115b920c27aaa0d525cac6d82 Hj7w2RKpDE9awzB1+YbEBCHFa7Q9clKMVMydcsjnyZwUiE85FLJ7r/rGp10cJE3Q3yaM9ixKBIm7Us5N79y3Pg== 64fcdaa832319c0b8cb18ae8d42b3e1b01d8a75c4cc1450ead175517a88189d4 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 eYchTQruygXaGhH8cfztRQyXGyBirpnrr/p7JBUtgXqNxTHjXIWAt/VXuIJ95gQAlcSzi6WUu5EKdeqQb0gEFg== 1vEmXKiidSon8W2GohK+wdBvVlIT21+xYaqPb285A7YZ3TWLIJRYZjCM22CjF4VgmxEdixvRwtqxXYss2/KJHw==
29732 1049 2024-01-22T12:34:25.573Z 2024-01-22T12:34:25.288Z b33cb4ce7e6565194904ac53f02cf2571ac2afa65bd22eabe2ce5b7c7681b111 b33cb4ce7e6565194904ac53f02cf2571ac2afa65bd22eabe2ce5b7c7681b111 b33cb4ce7e6565194904ac53f02cf2571ac2afa65bd22eabe2ce5b7c7681b111 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 1048 02c1f69c7de3dae601fd90b12f1e4fb976ca9f93a692b4f08a3e75b6d617c4df09 0297879245125f5d24ac89dfc5a02e76616e63be3314910505d641ad8a29f5a7d9 qfcJhLOLeaMTuK1pFk/RdplB0SiFFetY8gjoZAJHWP+O42FwYEMZhve+tsybqp772rFJUmAcXfpnk/TkTonlKQ== b33cb4ce7e6565194904ac53f02cf2571ac2afa65bd22eabe2ce5b7c7681b111 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 Wtow+/czfQf1+HX/4Idxx0CnGkZiaNDqd1+a7MimeMqAMHgtHxOzNUkQMAVDkjTyDDAUk8///ORedub2shfjuw== dU4HOBIVXsvpb5JSZbGx0IrIiKn3PEZ6KRIlMGzsY9lRw59uzB3TUAqi2nWhjEJ48jXzuFCsXt54eFRW7CbTQw==
29733 1049 2024-01-22T12:34:27.373Z 2024-01-22T12:34:26.732Z 509b2012da9e72d877c9cbbf15c67eda96f0ceee984668244465da30ffdba159 509b2012da9e72d877c9cbbf15c67eda96f0ceee984668244465da30ffdba159 509b2012da9e72d877c9cbbf15c67eda96f0ceee984668244465da30ffdba159 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 1048 03be8f884847938a74f817eed27658928628244b73d00205b7af8977aa3d2fe8c2 02d2494f3a260a4d429989be472fe66bc9fb1e6fd2aa361eb5910128dd04151c34 qyV3kzRyWqidPYOzrJwojDo4Ve2T5eM7VFymdXwcG5r1Vsdb2HQcW81EGJWTc781ra7AXLEkD09qWqc4mjD4WA== 509b2012da9e72d877c9cbbf15c67eda96f0ceee984668244465da30ffdba159 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 5edcC9zpKQBemKHACvN7TZOQ0wsdmBbE1ZFjUBd3oYV7f4mMa/Lt2yOJ0mN1WFux5HwA1diP7piQdqYxSUpOXQ== gg2MoMcHRzHfBLUuzVYITDs3UvemiczTulW3CU5OdDBXe6TRxjKYg/Rhm+FCEuhtHS8buJFV5YeGOq/N3wjZjw==
29734 1049 2024-01-22T12:34:27.399Z 2024-01-22T12:34:26.758Z 986692a704965216dc4cbbc3530628cb57a0f61efe2e7b758b51121c58a3477d 986692a704965216dc4cbbc3530628cb57a0f61efe2e7b758b51121c58a3477d 986692a704965216dc4cbbc3530628cb57a0f61efe2e7b758b51121c58a3477d 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 1048 038453b964d9c83174750a68a57a21ec1e623db31e1ba90e9f6effe67fdc8dca5b 0242b9751e9b40426d120f1dafe2523e834fb656fc3fb8c7eecfe4efa7ae484dac aZROMaDjyouhhCdNemgMKtKFrVGQqmoOKZDxuQX/7GaK9/bUJ94nz7zFjVt0s/hKnB0/s1g3GWfuABp0PBGETw== 986692a704965216dc4cbbc3530628cb57a0f61efe2e7b758b51121c58a3477d 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 KJY4RFnmEH8a+FM1ykFBU5xYGzhFhFQSk6m0XzG+I/DtMXEyPNj8F9iX9b5SLuUh1ACX6Xj6wyA1vch5aI2ktA== 6w1voFEZ0T/jrc57ZccFq+2zxkJMY5ZUW7NxmOkvDeHABEKfrcEgR7NSmkFfrvmF/zOj8KDPzIwVUfFRxMyr7A==
29735 1049 2024-01-22T12:34:28.214Z 2024-01-22T12:34:27.843Z 3fcc59d21a03234737423ed71098e8dc57ca1f0fe695a015d003106a56d6126b 3fcc59d21a03234737423ed71098e8dc57ca1f0fe695a015d003106a56d6126b 3fcc59d21a03234737423ed71098e8dc57ca1f0fe695a015d003106a56d6126b 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 1048 02ed5ab5097a60ad53ecf09d3b42f6cbf86315acca5c783df730c767c02040f9fc 02a2f2bdfec719e95966ef29b90f43d6a3133c8ea20960fd120f256dae06045ceb SEbaOCnZ2WZupUPInKUDyOf67SrpHlmCYlK9zU80ZJGzrP8dXvxAen8JFb3Kx75rL4PgxkzwMNlL9RteVUIHsw== 3fcc59d21a03234737423ed71098e8dc57ca1f0fe695a015d003106a56d6126b 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 2bXXYUssLNXTXmfVe9KUTtXziNe8rDAcw3Og1Fie01q87N120ccLfZMg4jdJqObLuj1QUaJMpdXL0sA6eW3JVA== hTgaw1HApPNNabbKEYPNN5Qh7L/tq8/EkKubHcx8+POFrgBV2Otkai8wbBbMtyFg5xr3ssRJWNvVF1pgfgWFWg==
29736 1049 2024-01-22T12:34:28.574Z 2024-01-22T12:34:28.228Z d68f73dd3e38165082bd62e15d8ce4bd912e951f1087b3dc6305508e13a44560 d68f73dd3e38165082bd62e15d8ce4bd912e951f1087b3dc6305508e13a44560 d68f73dd3e38165082bd62e15d8ce4bd912e951f1087b3dc6305508e13a44560 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 1048 033504214c6e9e627bcb0b602206b1134352eda6568269f99c0c0ae8031776e37b 03d79a30d451e09d6ed090d4901db3dc33a53fa20e008410e4089007251d69dcc1 WGSQ3p1efZbF5mn8QuSyQbp2g7VVwYIG6VKguzuAtMtrwQXpfaTNggrb4lhiSa8Zx3FajIjeGDigEX4dzvXrqg== d68f73dd3e38165082bd62e15d8ce4bd912e951f1087b3dc6305508e13a44560 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 /cIG7gZmR8XkzOLC+le+C48DTlRdDBzVAv6T8syKpsxm1u2W6/cOZcmly0lXOH3zbQHhwve//oO1eEDsC8ehFg== ye7omMZhPk1dDpYJJhOyMxQD4L5JSPowuMiyJ3YEePh+fQVtatFvbQRzm4Pvcmk3uWJqy32L3l1/amZEQnzylw==
29737 1049 2024-01-22T12:34:30.401Z 2024-01-22T12:34:30.048Z b0b32b399ac87bbf7618f419e5bfca36c535287591b4f22e15021c372b681dbe b0b32b399ac87bbf7618f419e5bfca36c535287591b4f22e15021c372b681dbe b0b32b399ac87bbf7618f419e5bfca36c535287591b4f22e15021c372b681dbe 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 1048 038eaafc8d41101a2cebb4b111ea1c63bd39cfd84d34be30a9b1807f2ccfc500d3 03dbc4fe62756c96b99cd2fe5f01364f53396eff050f5e9612a8363afc14094c76 5sV2Y/RwSRKyYAaybEhyfN9Por5zdTdhJxF1mFQ+YdtlMbyenB9YgTzUKYL08KUrOqPhg2pGNZdqo4n9K4EdjQ== b0b32b399ac87bbf7618f419e5bfca36c535287591b4f22e15021c372b681dbe 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 1W8ioH0kpVNxpwl1OUlZlodeCHW1gGn9JgUfYGC/SV3PUu0lz9VIaybve35R5od/LZoYAioNsC3Pds/zp0sdbQ== NGxOm1bydIw9EOtjtBlOIZTwWwCqB/N/fDMLEXpH+0CN/28DaCfzednAxCmWPLt57o16oCBOXL/Ys5AdvTyTuw==
