Block: 776
Row Block TimeStamp DocumentTimestamp TraceOriginalId DocumentHash ContentHash PdfDocumentHash PdfContentHash Type DocumentCode DocumentVersion OwnerKey VersionKey OwnerSignature OwnerSignedData VersionSignature LedgerSignature LedgerSeal
16181 776 2023-02-02T09:07:19.282Z 2023-02-02T09:07:09.856Z 2248669a7784cf2333c2c1c4ad417fdb572a542ec6c933bf3fe10a7e6c1ad4bd a6feba6ae61670d7fd592877053c8d35cfcffbf20d29d3cb861704d82a07da84 c4bc9e82db2c86c24f79aa9af2069e0b2b1466e658486e15619c71b68ced9522 ffa3987f71ac0cbd91913a200bfee100ed761a9243d92be37331a187a9c2b974 e01a21771c24d14ff5f4eeb24604bb6a8f134900ea6abf9e67b19ba321cf989e CRE TTL 1 03b2dc84feb0aff9cce604513e21e16477f9fc757d9289304cf86b2f9a8cc939a0 02122ba933e42e614254c9ebc7bc29cdc97fc7247d5e4f47101e9b2abde16270b4 qcFTNmgAlIUO2jBu6zbje3c7vbDXTdSsINlDSSfAl8pJiFE0OyzxN2PReUpzFNU7sWEiLvqby8e11hOO/vbU9g== ffa3987f71ac0cbd91913a200bfee100ed761a9243d92be37331a187a9c2b974 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 XrZy20LtLOaDrntVUwPoPwCw1b+TfrPXDqYRIXzhb/Rwc/lCx7P/MtDTEC5zHYWucuZD2Aqje6SC5qAal/+TGQ== 9UJleJXsEkHxoIZkx/st2oV9EBzrq+G3E914Qpz5XzuUpPJqlxwuz9+dBzHChRiXj877uqnRbYCZLZ535IEJLg==
16182 776 2023-02-02T09:07:24.540Z 2023-02-02T09:07:20.677Z 9f63d88fdac032086c017de768f633fb8343445dd6768bdf74535709779ad72a 9f63d88fdac032086c017de768f633fb8343445dd6768bdf74535709779ad72a 9f63d88fdac032086c017de768f633fb8343445dd6768bdf74535709779ad72a 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 775 024c979870f6cfa183579f459f53bd586ad75dbbf6d0bc37be912a1bdb26a7c7a5 02e7b8f2b91102285efc44f075f1b57ed99c6d14bac8edeaf548c1d54d28b4cac7 x9RWzSI2rbfQGqwmGBk0yOkrHs28J3Ygi2d3Wc15Ie8s32XqpprYSBQH6qHR/UBF+53qDQmic/DS1vzw+hqRSg== 9f63d88fdac032086c017de768f633fb8343445dd6768bdf74535709779ad72a 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 xRu01n71Kjm6rU92F0nr5OUpI5D2F4YuLjgPuUwdIdLIKtQ5LhxejiJsnrW8d1nKRS2Cie2Y1sXZkQKEvQnPfw== pOGNHNgDyG2jk48HctUnVpRtM7h8oB1Vstog4HQZHW1vwcrj5hsVnTBKGiHRufgDa+PXYTREtefPfCQG6zbgOQ==
16183 776 2023-02-02T09:07:27.668Z 2023-02-02T09:07:27.394Z b1ccb7ee0bc3f1626034fdecddc255508533bc08e1f16fb2d7abbafa4c08bdf1 b1ccb7ee0bc3f1626034fdecddc255508533bc08e1f16fb2d7abbafa4c08bdf1 b1ccb7ee0bc3f1626034fdecddc255508533bc08e1f16fb2d7abbafa4c08bdf1 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 775 02cdd67ccfae1d4a99a4bb25bc7f530eb0d41edfc22364a72476c487038928a69b 021fc748a26e54fca041622cb388b604651b630a315d790815064867fbe332e71e e7Qad3V72TBFXyFoMFqWPrLba66CzobTXhqD8Z4vF1USFMRi5jAfMQE3OL42YBpZzDq54/haJreypy2aw+ypdA== b1ccb7ee0bc3f1626034fdecddc255508533bc08e1f16fb2d7abbafa4c08bdf1 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 Zk+uUY1Ps34Rayajior6TIEqpYjWxlqRYINPpx+5ckzt8ukNHz4x7HOo9kXxznMf6jzYe3S5R2Lpf+KhxxZoZA== aPAp/sbJNj2HrUIH1EX0Qdblfkdkg+zI8FvgjaA5MAJsKnImlQFWN+WGWtorSGC93I359synQAzVn9EOJWOeRg==
16184 776 2023-02-02T09:07:30.848Z 2023-02-02T09:07:30.482Z 37d301bf080e260fa3b6b335cf4898991208fa6394a42ed9411a21cc3631d9b5 37d301bf080e260fa3b6b335cf4898991208fa6394a42ed9411a21cc3631d9b5 37d301bf080e260fa3b6b335cf4898991208fa6394a42ed9411a21cc3631d9b5 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 775 03a04cf05f927a264bdcc203bbb2acf0187bededdfb678a0a14aa0913d043d9971 0229db4d7bf2745b13623dbc7747db5120007d5cf8855dd841dc299f6bafa66c6b v973cl97xuDb+W0s9XflZxx4ObVPZVtNfQatxd9V3DZ+X73Homnyilur+i4KRnDDLNpcP2mox0C/vhcLGivMKw== 37d301bf080e260fa3b6b335cf4898991208fa6394a42ed9411a21cc3631d9b5 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 vfifeMtPWZj4kEHS4AnKN4jvWtFFOmRpl6hcw6t0e9A/z+QnbstK6zm9xcHzfbDHFmMI1J0Va7lTna0J/I+4MA== MSwbbOXGW05T1SnVxc5ADiSOl/frsjl0MSXzZuMsMjQ9yivluFlth4U0M2SylM6Pc4kjuUtaV5lQJutlVzrISA==
16185 776 2023-02-02T09:07:32.369Z 2023-02-02T09:07:32.050Z 7014359bce4e06b5f0c3a232b30aeaf31ae1c41ed3058db1d370f078775ffe60 7014359bce4e06b5f0c3a232b30aeaf31ae1c41ed3058db1d370f078775ffe60 7014359bce4e06b5f0c3a232b30aeaf31ae1c41ed3058db1d370f078775ffe60 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 775 02c1f69c7de3dae601fd90b12f1e4fb976ca9f93a692b4f08a3e75b6d617c4df09 024761f6ce6d1cecad5be8cb8bc2cabc5645b52fa98ccb54359654395a325b1db3 q1PhQuFzgsct4iHZ/rcJPRFGU09TzAltchUrginL52rKk/DuGtmwGAF9qwrw2rCYIxhv/P/Bk5C0rGGqyhgqiQ== 7014359bce4e06b5f0c3a232b30aeaf31ae1c41ed3058db1d370f078775ffe60 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 7Du4eW4PHb0E7/T6slfFFvI73UsGtPtNc6snNtIc90TflJ5CPyS/7T0L+Liep2yNETUqANk9e5srcGuHyNDauw== HQbILds+htSWm1a5LGT4Kf6S3G7BjGCv/lN8b0oEGcdukKclos04s2CRM9/AnWG+rrGDbVNuH+jvFTwxU4+bMg==
16186 776 2023-02-02T09:07:39.251Z 2023-02-02T09:07:38.934Z 719a121b6b6ef4266db4758c8697dca48be58774eabc25aa882ce40649cc40a4 719a121b6b6ef4266db4758c8697dca48be58774eabc25aa882ce40649cc40a4 719a121b6b6ef4266db4758c8697dca48be58774eabc25aa882ce40649cc40a4 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 775 0265facd54e9b4e9ed8a62fd39356b937dae0568eba9cd583a418ba666c01a78f6 023c3b6ea0edd6d2ddacd5cd9c1d1fcb0e94dfcd33acbe11ef99cd5d2f96bea0dd HMyt8i8Kv9ZWZs9m0v0uv5G0ceZlwci4J7iAIqRKubiipC2zcJGFmyfQNaopCPsgPHjUzn2mT8K7cQURYq1ARQ== 719a121b6b6ef4266db4758c8697dca48be58774eabc25aa882ce40649cc40a4 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 oE/RSrM4DELC5fy1/BB1LKbEAQjUclpyn+sKF3xKnyFfufojNkBNdQdK4BNnEYsJexZCe4HWJnMLXzDd1FhfoA== ayWiyRHWKt63tv6ozEx05nDHOF/eiBEdCvOOL4HeG0K4MsYAzBSeZiCgo0LpZ8RitZ8GZzjczkoXpXIDTWtKvQ==
16187 776 2023-02-02T09:07:39.839Z 2023-02-02T09:07:39.512Z eff25fa55194f576ca7502d3f5f114612ae0def44309d18d4e9ac9184f07766c eff25fa55194f576ca7502d3f5f114612ae0def44309d18d4e9ac9184f07766c eff25fa55194f576ca7502d3f5f114612ae0def44309d18d4e9ac9184f07766c 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 775 02ee124ec765bd19ad591703e62e50d79dfd621627b4af81d1494c3b671c5b5a04 035f152b2ce11ffe387ee451a61e5e9970db12d1754378810b0d8f0dac56ff843e /FUte09IPj5yvjZTi2ZmmbxVO6X2SKhb2MX6WfVdPPs0AKGnvZulIlCIFJu3uCEWGS2e2q6z3F6h4AkSZwXasA== eff25fa55194f576ca7502d3f5f114612ae0def44309d18d4e9ac9184f07766c 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 CarYAlTcDC9YZyzBlYUbDrfdBSBDhKbJwP8Q7PdI5bTRfmRLGa74+AmFDQShD85TVhcln4xuA+xLcP0fEg3k9Q== TbVEmi/hZfgEI0E9Kli475XMxCZLp2MKH8ITXhOhmrJMX9Qgpako22xOCwlm7ISr/NDQL0jpybo29KW9+9DG2w==
16188 776 2023-02-02T09:07:41.255Z 2023-02-02T09:07:40.933Z 7ae512cbe1b7cbed1474f868cec4232aca4ad57212ee9be38542636300f8faad 7ae512cbe1b7cbed1474f868cec4232aca4ad57212ee9be38542636300f8faad 7ae512cbe1b7cbed1474f868cec4232aca4ad57212ee9be38542636300f8faad 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 775 0387e17c5c0791a0eaa5cff0cd1bb104bc11e3fed5d1d497b9c17f15ad76e3fcc9 039492dc5e2507895d7c9a29b31e7b70e8ae12e296b324618c7c8c01634541d65a jiYPb2K0LcaES1EZOvKU4fvCt9pxRC/UiS3mZAhSHml/FEQFU7fa1EyA+3Q5q+S4OzV9Q3YtGfkBs45WDcv4gg== 7ae512cbe1b7cbed1474f868cec4232aca4ad57212ee9be38542636300f8faad 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 AEJhirGrGKl5+hah9o0jC+7DwIMr+7GpZa8mWldJnXKGyc/5CugOdHZiFleyL0oLVKWAmvqwP0XjhbJAKslyLg== m2blcJRTJptPFKcLr2zpmJaar4cOcGSUbJhftTugQOMbYy7T4Py7421wAhq3c1LQUmePOcfIKRnD4PRjMHJ5iA==
16189 776 2023-02-02T09:07:41.547Z 2023-02-02T09:07:41.231Z 854fa778cdddedda935edbd7eebf9076b467b0801453b2e89f9dc14fb160b7ed 854fa778cdddedda935edbd7eebf9076b467b0801453b2e89f9dc14fb160b7ed 854fa778cdddedda935edbd7eebf9076b467b0801453b2e89f9dc14fb160b7ed 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 775 02b3d2e83f663bb540a32052d3c11a04a457c50c9d937088b83d89a94b4370bd75 03cc42487b806b76ce4f502369e6b0f836ce7333afd01726da9dda23357e78181f RcnkSn4lxc+iMWttjSuDstDehKsie+uaN9H+Lq/vqhrJdEX011wIqUYGyP5pL38al1IEEgU+bCLs3niBEpfPyQ== 854fa778cdddedda935edbd7eebf9076b467b0801453b2e89f9dc14fb160b7ed 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 e4l2XEaEYZPql+pH+WnKYt1qA9hkQ3FeznHlbkqdX3aoDbiu7VsiC/INm2LION03E/PCjmyxKZgR4J8SfttPYg== 2L5A8uBpU+OVB4XIQJj+BT83b1HX74H6dR2N5Pt5u4J1VH247Jmek4AKVe/qqYF8mliWXALAdCzkliEUyyY9hw==
16190 776 2023-02-02T09:07:46.459Z 2023-02-02T09:07:46.242Z c87e0abcf43a20745602f474ed6932938d8c21748492b9a151477e6deadbc115 c87e0abcf43a20745602f474ed6932938d8c21748492b9a151477e6deadbc115 c87e0abcf43a20745602f474ed6932938d8c21748492b9a151477e6deadbc115 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT LDG 775 0288caeeb182cf0c364192bcd62f27f14d660b810822741fba4a3e2b751aee7f66 033f7e5d7334d428b766722ba8c61d25b3f12d8f4e124d9fe9280a87339ab8c0f1 ar73Hk6gsNYtw+HCC/An2GvEOrs1DaFoaG8mkVedpIaCxhvzdz0Ai8DiFCvXpkC/VQ8K/KML36w2vDv3jJ5dDg== c87e0abcf43a20745602f474ed6932938d8c21748492b9a151477e6deadbc115 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 rA/dPMEKgimVXfQ1PXP8WQxBNVCI3TXM9ZYxaP0RjnezXAaTj4dMlBPppmViXy0amdi5O18uADMt0fLA7PH/PA== NC5XiLxJGez9oZtc0OUq+dmXTWuhR5t2MLJo1zS5b9dHeccfVqLk9FpCFy+i+VcQuywkRM79h4Ojr+4fjZIlrw==
